boat_type,manufacturer,model_year,length_ft,beam_ft,engine_hp,hull_material,condition,location,days_on_lot,sale_month,sale_price
Pontoon,Bayliner,2023,26.3,8.0,148,Aluminum,Excellent,Rockport,149,2,46300
Pontoon,Mako,2024,21.9,6.5,92,Fiberglass,Excellent,Rockport,74,9,35900
Pontoon,Robalo,2010,24.2,8.7,232,Fiberglass,Good,Galveston,87,6,44200
Pontoon,Mako,2019,16.4,5.6,368,Fiberglass,Fair,Rockport,25,7,35700
Center Console,Robalo,2019,25.7,9.1,206,Aluminum,Good,Galveston,32,7,55800
Pontoon,Boston Whaler,2011,22.9,8.0,219,Aluminum,New,Galveston,57,2,53900
Bay Boat,Bayliner,2023,24.8,8.7,446,Fiberglass,New,Galveston,80,4,91800
Pontoon,Bayliner,2016,20.4,6.5,445,Aluminum,Excellent,Rockport,198,8,41600
Deck Boat,Bayliner,2024,18.0,5.3,248,Fiberglass,Good,Port Isabel,174,6,44100
Bowrider,Bayliner,2011,22.1,6.8,91,Fiberglass,Good,Port Aransas,27,7,28300
Bay Boat,Bayliner,2019,29.2,8.9,329,Fiberglass,Good,Rockport,69,11,51400
Bowrider,Bayliner,2011,19.2,6.5,343,Aluminum,Excellent,Corpus Christi,15,1,51300
Bowrider,Boston Whaler,2024,25.5,7.2,417,Fiberglass,Fair,Galveston,17,6,55100
Bay Boat,Mako,2019,16.7,4.9,430,Aluminum,Excellent,Port Isabel,78,5,66400
Deck Boat,Boston Whaler,2011,26.1,8.7,310,Fiberglass,Good,Galveston,192,2,55500
Deck Boat,Grady-White,2013,19.3,5.6,115,Fiberglass,Fair,Port Aransas,41,12,32800
Pontoon,Chaparral,2015,22.3,6.3,168,Fiberglass,Good,Galveston,137,12,33600
Pontoon,Bennington,2010,21.1,6.1,343,Aluminum,Fair,South Padre Island,81,5,29900
Bowrider,Sea Hunt,2010,17.6,5.9,302,Fiberglass,Excellent,South Padre Island,110,11,36300
Bay Boat,Mako,2023,20.8,6.1,238,Fiberglass,Good,Port Aransas,174,1,53300
Deck Boat,Nautic Star,2024,20.9,6.1,225,Fiberglass,New,Galveston,166,12,61900
Deck Boat,Sea Hunt,2018,23.3,7.0,341,Fiberglass,Good,Port Aransas,166,9,44100
Bowrider,Mako,2023,29.6,10.1,233,Fiberglass,Excellent,South Padre Island,85,4,51700
Bay Boat,Robalo,2019,22.6,6.7,133,Fiberglass,New,Port Isabel,14,7,53500
Deck Boat,Chaparral,2010,28.8,8.1,442,Fiberglass,New,Rockport,197,9,63000
Center Console,Mako,2020,22.5,7.9,206,Fiberglass,Excellent,South Padre Island,198,5,55000
Bowrider,Bennington,2010,17.5,6.1,179,Fiberglass,Good,Port Isabel,172,5,26100
Bay Boat,Grady-White,2022,19.2,5.7,100,Aluminum,Good,Corpus Christi,98,7,47800
Bay Boat,Chaparral,2015,21.7,6.5,250,Fiberglass,Excellent,Port Isabel,59,3,43100
Deck Boat,Sea Hunt,2012,20.6,6.1,444,Aluminum,Fair,South Padre Island,39,3,42900
Deck Boat,Chaparral,2013,28.1,9.5,134,Aluminum,Fair,Rockport,77,4,28600
Bowrider,Sea Hunt,2020,25.5,7.7,166,Fiberglass,New,Port Isabel,70,8,52600
Deck Boat,Tracker,2022,24.1,8.5,141,Fiberglass,Excellent,Galveston,58,5,52000
Deck Boat,Sea Hunt,2018,22.9,7.9,110,Fiberglass,Good,Galveston,190,6,35700
Center Console,Bayliner,2012,21.6,7.1,301,Fiberglass,Good,Rockport,133,4,49500
Center Console,Mako,2023,24.6,6.9,186,Fiberglass,Excellent,Port Aransas,48,4,58600
Bay Boat,Nautic Star,2021,17.7,6.2,356,Fiberglass,Good,Port Aransas,129,7,50900
Bowrider,Chaparral,2016,18.3,6.2,225,Fiberglass,New,South Padre Island,142,2,51300
Bowrider,Grady-White,2018,20.2,6.9,313,Fiberglass,Excellent,South Padre Island,106,8,62400
Pontoon,Grady-White,2024,18.4,5.3,108,Aluminum,Good,Rockport,189,5,50200
Pontoon,Bennington,2015,25.5,8.6,198,Fiberglass,Good,Port Aransas,193,8,32600
Bay Boat,Bayliner,2010,16.3,5.6,230,Fiberglass,Good,Galveston,89,5,36500
Center Console,Tracker,2012,18.2,6.5,97,Aluminum,New,Corpus Christi,97,10,35500
Center Console,Bennington,2019,28.6,9.3,232,Fiberglass,Excellent,Corpus Christi,47,2,47900
Bay Boat,Boston Whaler,2024,30.0,9.6,251,Fiberglass,New,Port Isabel,157,10,84300
Bay Boat,Grady-White,2021,22.8,7.2,226,Aluminum,Excellent,Port Isabel,186,4,66700
Center Console,Nautic Star,2019,22.9,7.7,264,Fiberglass,New,Port Isabel,133,1,63800
Bay Boat,Nautic Star,2014,26.8,9.5,373,Fiberglass,Good,Port Aransas,44,7,43100
Center Console,Sea Hunt,2016,16.5,5.4,363,Fiberglass,Good,Galveston,106,4,51800
Pontoon,Nautic Star,2010,22.0,6.6,80,Aluminum,Good,Rockport,159,6,25100
Bowrider,Sea Hunt,2015,17.4,4.9,315,Fiberglass,Excellent,Port Aransas,13,9,43400
Pontoon,Mako,2019,21.6,7.1,414,Fiberglass,New,Rockport,120,9,55200
Deck Boat,Robalo,2023,29.8,10.4,401,Fiberglass,Good,Rockport,133,7,60600
Deck Boat,Grady-White,2023,26.6,7.6,196,Fiberglass,New,South Padre Island,109,12,73900
Bay Boat,Bennington,2022,29.8,9.3,368,Fiberglass,Fair,South Padre Island,130,6,47800
Center Console,Mako,2010,26.4,9.4,375,Fiberglass,New,Port Aransas,179,1,58500
Deck Boat,Bayliner,2022,24.5,7.8,212,Aluminum,Good,Rockport,29,9,42800
Deck Boat,Robalo,2013,26.6,7.9,400,Fiberglass,Fair,Port Isabel,116,4,46100
Center Console,Chaparral,2019,25.2,7.8,312,Fiberglass,Good,Port Isabel,160,3,48400
Deck Boat,Robalo,2024,22.5,7.0,356,Fiberglass,Good,Rockport,165,2,58800
Bay Boat,Grady-White,2023,20.1,5.8,355,Fiberglass,Good,South Padre Island,96,5,73700
Center Console,Grady-White,2019,23.3,7.8,368,Fiberglass,New,Rockport,199,5,81000
Pontoon,Sea Hunt,2014,19.6,6.4,433,Fiberglass,Good,Port Aransas,68,5,50700
Deck Boat,Mako,2017,22.8,7.6,396,Fiberglass,Fair,Port Isabel,90,7,43900
Pontoon,Sea Hunt,2020,18.0,5.9,233,Fiberglass,Fair,Port Aransas,165,8,29300
Pontoon,Nautic Star,2017,23.9,6.7,285,Fiberglass,Excellent,South Padre Island,90,11,43700
Bowrider,Chaparral,2016,19.4,5.7,318,Fiberglass,Excellent,Corpus Christi,71,2,56000
Bowrider,Bennington,2016,20.1,5.9,396,Fiberglass,Good,Corpus Christi,113,3,49400
Pontoon,Nautic Star,2018,23.0,6.6,222,Aluminum,Good,South Padre Island,126,7,30900
Bowrider,Bennington,2010,18.3,6.2,192,Aluminum,Excellent,Galveston,194,2,35700
Deck Boat,Bennington,2024,29.5,8.5,351,Aluminum,Excellent,Corpus Christi,125,5,67700
Bowrider,Mako,2011,22.3,7.4,432,Aluminum,Excellent,Port Isabel,41,7,57100
Pontoon,Sea Hunt,2024,20.9,6.2,416,Fiberglass,Good,Corpus Christi,15,9,46700
Pontoon,Nautic Star,2010,16.4,4.7,130,Aluminum,Excellent,Port Isabel,193,4,28700
Bowrider,Grady-White,2017,27.8,8.1,419,Fiberglass,New,Port Aransas,87,8,90600
Deck Boat,Bennington,2016,24.8,8.0,370,Fiberglass,New,South Padre Island,44,7,63600
Pontoon,Chaparral,2018,21.8,7.2,133,Fiberglass,Fair,Corpus Christi,48,10,22500
Bay Boat,Bayliner,2016,19.4,6.7,77,Fiberglass,New,Rockport,25,5,49300
Bowrider,Nautic Star,2023,26.4,7.7,151,Fiberglass,New,Rockport,43,8,56700
Pontoon,Bennington,2010,29.2,9.6,423,Fiberglass,Good,Corpus Christi,157,8,46000
Pontoon,Nautic Star,2024,21.3,7.3,358,Fiberglass,Excellent,Corpus Christi,132,4,52600
Deck Boat,Tracker,2020,17.9,5.5,290,Aluminum,Fair,Galveston,121,7,34600
Bowrider,Bennington,2021,17.5,5.0,311,Fiberglass,Fair,Port Isabel,7,8,38700
Center Console,Boston Whaler,2012,16.1,4.7,229,Fiberglass,Excellent,Corpus Christi,136,4,54400
Center Console,Nautic Star,2010,26.4,7.6,414,Fiberglass,Excellent,Port Aransas,193,6,52100
Deck Boat,Robalo,2015,29.7,10.4,133,Fiberglass,Excellent,Galveston,185,6,36700
Pontoon,Bayliner,2014,29.9,9.3,192,Fiberglass,New,Corpus Christi,82,9,52100
Bowrider,Bennington,2021,27.0,8.7,150,Fiberglass,Excellent,Port Aransas,122,1,48900
Deck Boat,Bayliner,2023,18.3,6.2,393,Fiberglass,New,Corpus Christi,63,6,78800
Pontoon,Grady-White,2016,29.7,9.2,277,Fiberglass,New,South Padre Island,178,3,74600
Deck Boat,Nautic Star,2021,20.6,6.8,331,Aluminum,Good,Rockport,184,7,49400
Bowrider,Mako,2010,20.7,5.9,419,Aluminum,New,South Padre Island,48,8,57300
Pontoon,Mako,2021,25.6,8.2,148,Fiberglass,New,Port Aransas,99,6,54500
Deck Boat,Grady-White,2011,16.7,4.8,436,Fiberglass,Good,South Padre Island,51,7,58300
Bowrider,Mako,2020,27.6,8.3,122,Aluminum,Excellent,Galveston,124,5,47700
Center Console,Boston Whaler,2015,30.0,9.1,357,Fiberglass,New,Corpus Christi,62,5,106700
Bowrider,Tracker,2016,26.9,9.1,338,Fiberglass,New,Corpus Christi,140,8,54800
Center Console,Mako,2014,26.9,9.0,384,Fiberglass,Excellent,Port Aransas,196,3,53300
Bay Boat,Chaparral,2016,21.5,7.3,134,Fiberglass,Excellent,Port Isabel,174,9,41200
Bowrider,Chaparral,2023,16.9,4.8,434,Fiberglass,Good,Rockport,40,7,51900
Pontoon,Nautic Star,2022,27.1,9.7,372,Fiberglass,Fair,Corpus Christi,30,10,44800
Bowrider,Grady-White,2015,24.4,6.9,116,Fiberglass,Excellent,Port Aransas,163,4,53500
Pontoon,Robalo,2014,28.7,9.9,283,Fiberglass,Excellent,South Padre Island,20,6,59100
Pontoon,Boston Whaler,2017,17.6,6.0,381,Fiberglass,Good,Port Aransas,83,1,58300
Bay Boat,Boston Whaler,2020,20.3,6.6,253,Fiberglass,Good,Port Isabel,198,11,49000
Center Console,Tracker,2012,21.0,6.6,217,Aluminum,Excellent,Port Isabel,92,8,36800
Center Console,Bennington,2020,25.6,8.7,178,Fiberglass,New,Port Aransas,6,7,69000
Bay Boat,Chaparral,2024,27.0,9.2,268,Fiberglass,Excellent,Corpus Christi,195,8,50600
Center Console,Robalo,2022,29.5,8.6,443,Fiberglass,Good,Port Aransas,143,4,82500
Deck Boat,Nautic Star,2018,20.1,6.9,302,Aluminum,New,Galveston,69,7,62100
Pontoon,Nautic Star,2014,22.9,6.6,345,Fiberglass,Excellent,Rockport,124,9,44700
Bowrider,Chaparral,2014,16.4,5.2,367,Aluminum,Excellent,South Padre Island,124,2,52800
Deck Boat,Boston Whaler,2021,19.5,6.5,366,Fiberglass,Excellent,Port Aransas,112,12,71300
Bowrider,Mako,2016,21.2,7.3,225,Fiberglass,Good,Port Aransas,192,10,36200
Bowrider,Chaparral,2011,24.3,7.7,363,Fiberglass,Good,Corpus Christi,158,12,46800
Bowrider,Mako,2020,22.6,6.8,198,Fiberglass,Good,Corpus Christi,55,9,44900
Deck Boat,Robalo,2012,21.1,6.7,294,Aluminum,Excellent,South Padre Island,198,5,50300
Bay Boat,Sea Hunt,2024,24.7,7.4,188,Aluminum,New,Galveston,192,7,59100
Bowrider,Tracker,2016,27.6,8.9,427,Fiberglass,Good,Corpus Christi,14,3,61300
Bay Boat,Tracker,2015,19.4,6.1,348,Aluminum,Good,Port Aransas,62,8,37200
Deck Boat,Mako,2010,20.8,7.1,293,Fiberglass,New,Port Isabel,124,3,52900
Center Console,Sea Hunt,2012,25.9,7.7,244,Fiberglass,Excellent,Port Isabel,176,10,47200
Pontoon,Tracker,2024,26.9,8.0,270,Fiberglass,Good,Galveston,144,4,45600
Pontoon,Nautic Star,2018,27.6,8.8,367,Fiberglass,Good,Galveston,116,3,52700
Center Console,Sea Hunt,2023,18.9,5.4,177,Aluminum,Fair,Galveston,64,2,37100
Bay Boat,Sea Hunt,2024,23.5,7.0,385,Fiberglass,Good,South Padre Island,23,8,53700
Deck Boat,Sea Hunt,2010,28.6,8.8,180,Fiberglass,Excellent,Port Aransas,179,3,42400
Deck Boat,Boston Whaler,2015,21.5,6.9,128,Fiberglass,Excellent,South Padre Island,108,4,44500
Bowrider,Bayliner,2022,22.0,6.6,351,Fiberglass,Excellent,Rockport,94,3,66400
Bay Boat,Bayliner,2017,29.8,9.7,340,Fiberglass,Good,Galveston,196,5,43900
Bowrider,Bayliner,2017,17.6,6.2,200,Fiberglass,Good,Rockport,37,11,37100
Deck Boat,Mako,2018,25.9,8.4,318,Fiberglass,Excellent,Galveston,54,6,55200
Bowrider,Chaparral,2020,27.9,8.5,348,Fiberglass,Fair,Corpus Christi,171,4,41400
Bay Boat,Boston Whaler,2024,18.1,5.2,370,Fiberglass,Excellent,Galveston,60,3,84100
Center Console,Grady-White,2023,26.0,7.6,432,Fiberglass,New,Port Isabel,188,1,99800
Center Console,Mako,2019,22.6,7.3,395,Fiberglass,Excellent,Galveston,172,5,71300
Bay Boat,Grady-White,2018,27.9,9.3,239,Aluminum,Fair,Galveston,24,3,47900
Bowrider,Sea Hunt,2015,28.7,8.2,161,Aluminum,Fair,Port Aransas,94,1,31400
Center Console,Bennington,2011,28.2,8.3,111,Fiberglass,Good,Rockport,151,2,34900
Bay Boat,Sea Hunt,2020,16.9,5.2,290,Aluminum,Fair,South Padre Island,100,5,36700
Center Console,Bayliner,2010,26.6,8.1,324,Fiberglass,Fair,Port Aransas,46,8,34100
Bowrider,Grady-White,2020,28.9,10.3,334,Fiberglass,Good,South Padre Island,13,2,65500
Pontoon,Bayliner,2017,24.7,7.3,78,Fiberglass,Fair,Corpus Christi,6,8,24200
Pontoon,Nautic Star,2021,24.4,7.0,338,Fiberglass,Excellent,Port Isabel,39,7,59200
Pontoon,Bennington,2024,16.6,5.1,370,Aluminum,Good,Rockport,55,10,46400
Pontoon,Robalo,2018,28.0,8.1,345,Fiberglass,Good,Port Aransas,63,3,54700
Pontoon,Nautic Star,2018,16.6,4.8,272,Fiberglass,Good,Rockport,171,9,32300
Center Console,Bennington,2017,20.4,6.4,80,Fiberglass,Excellent,Corpus Christi,104,10,40400
Bowrider,Mako,2015,29.0,8.8,258,Fiberglass,Good,South Padre Island,32,12,40500
Pontoon,Robalo,2011,29.3,8.4,316,Fiberglass,Fair,Galveston,21,9,30700
Pontoon,Mako,2010,29.9,9.8,288,Fiberglass,Excellent,Corpus Christi,30,3,51300
Bay Boat,Bennington,2020,22.7,7.3,290,Fiberglass,Fair,Rockport,66,11,38900
Bowrider,Robalo,2023,18.5,5.3,268,Fiberglass,Excellent,Rockport,149,9,60600
Bay Boat,Bayliner,2010,22.8,8.0,282,Fiberglass,Excellent,Galveston,14,4,48900
Center Console,Bayliner,2014,17.4,5.3,196,Fiberglass,New,Port Aransas,84,3,52000
Bowrider,Sea Hunt,2019,28.2,10.1,301,Fiberglass,Good,Rockport,92,11,45600
Bay Boat,Nautic Star,2020,23.8,8.4,180,Fiberglass,Good,South Padre Island,33,3,47300
Center Console,Sea Hunt,2021,21.7,6.8,259,Fiberglass,Excellent,Rockport,16,9,59600
Pontoon,Sea Hunt,2020,17.1,5.1,230,Fiberglass,Good,Galveston,49,5,40000
Bay Boat,Bayliner,2011,21.7,7.5,342,Fiberglass,Excellent,Corpus Christi,34,8,55800
Bowrider,Bayliner,2013,28.1,8.7,410,Fiberglass,Excellent,Corpus Christi,159,2,56600
Deck Boat,Nautic Star,2017,25.8,7.6,312,Fiberglass,Fair,Corpus Christi,183,8,30900
Center Console,Nautic Star,2010,17.2,5.6,125,Fiberglass,Good,Corpus Christi,126,6,25500
Bowrider,Sea Hunt,2015,18.2,5.8,325,Fiberglass,Good,Port Aransas,152,11,35100
Deck Boat,Mako,2015,21.5,7.5,196,Aluminum,Good,Corpus Christi,153,3,35800
Bay Boat,Nautic Star,2024,17.4,5.9,93,Aluminum,Fair,Port Isabel,176,2,30700
Pontoon,Bennington,2014,29.1,10.2,147,Fiberglass,Excellent,Port Isabel,24,4,43100
Deck Boat,Boston Whaler,2024,25.1,8.5,449,Fiberglass,Excellent,Port Aransas,199,2,84400
Center Console,Chaparral,2020,17.3,5.7,235,Fiberglass,New,Port Aransas,94,12,63200
Pontoon,Grady-White,2020,27.0,8.6,150,Aluminum,Good,Rockport,110,3,47200
Deck Boat,Nautic Star,2022,21.2,7.6,125,Fiberglass,Good,Galveston,160,4,39600
Pontoon,Grady-White,2022,19.4,6.9,318,Fiberglass,Good,Galveston,101,9,49200
Bowrider,Nautic Star,2013,24.0,8.3,360,Aluminum,Excellent,Port Isabel,56,4,60900
Pontoon,Sea Hunt,2016,16.2,5.5,207,Fiberglass,New,Galveston,8,4,42400
Pontoon,Nautic Star,2017,22.5,7.3,113,Fiberglass,Good,Rockport,37,8,32200
Bay Boat,Nautic Star,2024,27.8,8.4,208,Fiberglass,Fair,Galveston,21,5,40700
Bay Boat,Sea Hunt,2010,29.0,10.2,324,Fiberglass,Excellent,Galveston,79,9,50600
Deck Boat,Robalo,2017,20.8,5.8,117,Fiberglass,Excellent,Port Aransas,156,7,41400
Bowrider,Bennington,2013,25.0,7.5,175,Fiberglass,Excellent,Galveston,70,4,43000
Deck Boat,Boston Whaler,2013,19.2,6.0,75,Aluminum,Excellent,Port Isabel,121,7,37800
Bay Boat,Bayliner,2021,23.8,7.8,252,Aluminum,Excellent,South Padre Island,41,10,57700
Pontoon,Bennington,2013,19.6,6.4,138,Fiberglass,Excellent,Corpus Christi,120,5,34500
Bowrider,Nautic Star,2021,24.0,7.1,149,Fiberglass,Good,Galveston,191,8,45200
Bowrider,Bayliner,2024,18.4,5.3,117,Fiberglass,Excellent,Rockport,66,6,47900
Bay Boat,Chaparral,2021,29.2,8.7,348,Fiberglass,Excellent,Port Isabel,99,7,62700
Pontoon,Grady-White,2012,28.4,8.7,258,Fiberglass,New,Galveston,192,8,56800
Deck Boat,Tracker,2012,20.7,5.8,430,Fiberglass,Fair,Rockport,123,2,38600
Deck Boat,Nautic Star,2016,26.9,9.0,223,Fiberglass,Excellent,Port Aransas,82,6,45200
Bay Boat,Robalo,2018,17.3,5.2,158,Fiberglass,Excellent,South Padre Island,28,2,48900
Center Console,Robalo,2021,26.4,8.1,151,Fiberglass,New,South Padre Island,187,8,63800
Bay Boat,Sea Hunt,2016,20.0,6.1,432,Fiberglass,Good,Port Aransas,123,7,52200
Deck Boat,Mako,2012,17.9,5.7,296,Fiberglass,Fair,Rockport,16,5,32400
Bowrider,Grady-White,2024,25.5,8.9,196,Aluminum,New,Port Isabel,113,2,79400
Bowrider,Bayliner,2023,22.6,6.6,320,Fiberglass,New,Port Aransas,193,11,65700
Center Console,Mako,2019,23.4,7.2,284,Aluminum,New,Corpus Christi,186,5,77100
Pontoon,Sea Hunt,2020,23.3,7.8,118,Fiberglass,Good,Rockport,43,4,38100
Center Console,Nautic Star,2024,16.8,4.8,338,Aluminum,Fair,Port Isabel,85,2,54100
Pontoon,Tracker,2017,16.7,5.8,119,Fiberglass,Excellent,Port Isabel,197,7,34100
Bay Boat,Bennington,2012,24.4,8.7,149,Fiberglass,Excellent,Port Aransas,157,4,43100
Deck Boat,Grady-White,2019,24.7,8.1,342,Aluminum,Good,Rockport,114,10,51500
Pontoon,Chaparral,2016,16.7,6.0,241,Fiberglass,Good,Rockport,64,8,38600
Deck Boat,Nautic Star,2021,21.3,6.7,158,Fiberglass,Excellent,Rockport,153,1,41900
Bowrider,Chaparral,2021,24.6,7.7,100,Fiberglass,Excellent,Rockport,117,7,45500
Deck Boat,Robalo,2017,25.2,7.3,297,Fiberglass,Excellent,Port Isabel,107,4,57400
Bowrider,Nautic Star,2015,27.6,7.8,336,Fiberglass,Good,South Padre Island,185,1,47900
Pontoon,Boston Whaler,2016,21.9,6.6,151,Fiberglass,Good,Corpus Christi,78,7,40300
Bay Boat,Robalo,2019,23.7,7.5,231,Aluminum,Good,Port Aransas,126,4,47500
Pontoon,Chaparral,2019,24.1,7.7,204,Fiberglass,Good,Port Isabel,13,10,36300
Deck Boat,Chaparral,2017,20.4,6.1,409,Fiberglass,Excellent,Port Isabel,143,7,62000
Deck Boat,Boston Whaler,2017,16.8,5.5,371,Fiberglass,Excellent,Corpus Christi,111,4,70400
Center Console,Tracker,2024,16.1,4.7,177,Aluminum,New,South Padre Island,175,12,52300
Center Console,Robalo,2013,27.7,8.5,267,Fiberglass,Fair,Port Aransas,69,7,42600
Deck Boat,Grady-White,2012,18.8,5.6,421,Fiberglass,Good,Port Aransas,185,3,50600
Center Console,Boston Whaler,2021,24.8,8.3,204,Fiberglass,Excellent,Galveston,117,6,73300
Bowrider,Mako,2024,24.1,7.7,127,Fiberglass,New,Galveston,45,12,58500
Bowrider,Grady-White,2019,21.6,7.3,186,Aluminum,Good,South Padre Island,36,6,52200
Pontoon,Sea Hunt,2016,27.7,7.9,302,Fiberglass,Good,South Padre Island,43,6,50000
Pontoon,Sea Hunt,2015,25.8,8.1,447,Aluminum,Good,Galveston,63,6,46000
Deck Boat,Mako,2017,16.3,5.8,190,Fiberglass,Excellent,Rockport,112,4,44700
Center Console,Sea Hunt,2010,26.9,7.6,96,Fiberglass,Fair,Corpus Christi,174,3,28200
Bay Boat,Bennington,2017,23.1,7.2,143,Fiberglass,Good,Corpus Christi,199,7,34700
Deck Boat,Sea Hunt,2014,20.9,5.9,229,Fiberglass,Good,South Padre Island,137,10,32400
Bowrider,Mako,2013,26.2,7.6,110,Fiberglass,Good,South Padre Island,100,8,30800
Bay Boat,Bennington,2018,25.6,8.1,88,Fiberglass,Fair,Port Isabel,124,2,30200
Deck Boat,Bayliner,2024,20.3,5.9,320,Fiberglass,Fair,Port Isabel,69,5,36900
Bay Boat,Robalo,2013,29.8,9.6,384,Fiberglass,Good,Galveston,52,1,57200
Center Console,Chaparral,2023,25.1,8.9,162,Fiberglass,Excellent,Corpus Christi,109,5,49600
Center Console,Sea Hunt,2017,24.5,7.3,270,Fiberglass,Excellent,Corpus Christi,166,8,57500
Bay Boat,Boston Whaler,2024,17.0,4.9,289,Fiberglass,Good,South Padre Island,17,5,67700
Center Console,Bennington,2015,19.9,6.9,325,Fiberglass,Good,Galveston,26,10,51500
Center Console,Mako,2024,22.3,7.1,442,Fiberglass,New,Galveston,39,6,92000
Bay Boat,Robalo,2019,24.8,8.7,406,Fiberglass,New,Corpus Christi,45,8,77000
Bay Boat,Chaparral,2020,23.2,7.1,193,Fiberglass,Fair,Port Isabel,34,10,30700
Deck Boat,Sea Hunt,2018,26.7,8.8,440,Fiberglass,Fair,South Padre Island,30,8,42500
Center Console,Mako,2016,19.7,7.0,88,Fiberglass,Fair,Galveston,10,10,26000
Bay Boat,Grady-White,2017,25.8,7.6,435,Fiberglass,Excellent,Corpus Christi,72,9,78800
Deck Boat,Nautic Star,2022,27.4,9.4,128,Fiberglass,Good,Rockport,145,7,37100
Bowrider,Bayliner,2021,26.7,8.8,117,Fiberglass,Good,Galveston,35,5,49000
Pontoon,Sea Hunt,2010,26.8,9.2,119,Fiberglass,Excellent,Port Aransas,68,5,37200
Bowrider,Bennington,2020,28.4,8.3,120,Aluminum,New,Port Aransas,194,10,49500
Bay Boat,Nautic Star,2022,17.2,5.4,248,Fiberglass,Fair,South Padre Island,37,2,42900
Deck Boat,Tracker,2021,25.8,7.5,315,Aluminum,New,Corpus Christi,197,11,58300
Deck Boat,Boston Whaler,2017,29.6,10.6,354,Fiberglass,Good,Port Isabel,104,5,64600
Bowrider,Grady-White,2015,24.0,6.8,80,Fiberglass,Good,Rockport,146,8,32900
Bowrider,Boston Whaler,2020,19.0,5.4,186,Fiberglass,Good,Port Isabel,68,5,60100
Bowrider,Boston Whaler,2019,30.0,10.6,124,Fiberglass,Excellent,South Padre Island,68,12,48700
Pontoon,Boston Whaler,2015,18.4,5.6,129,Aluminum,Good,Galveston,81,1,32900
Deck Boat,Chaparral,2016,20.7,6.8,354,Fiberglass,Excellent,South Padre Island,29,5,51400
Deck Boat,Tracker,2015,18.4,5.6,315,Aluminum,Good,South Padre Island,66,10,43300
Bowrider,Chaparral,2010,22.5,7.5,153,Fiberglass,Excellent,Galveston,179,4,39100
Bay Boat,Mako,2010,21.9,6.5,187,Aluminum,Good,South Padre Island,5,4,35600
Bay Boat,Bennington,2011,22.9,7.3,421,Aluminum,Good,Rockport,116,10,48200
Bowrider,Bennington,2016,29.0,9.4,290,Fiberglass,Excellent,Corpus Christi,139,9,49600
Bay Boat,Mako,2017,22.7,7.0,164,Fiberglass,Excellent,Port Aransas,32,2,47200
Bay Boat,Nautic Star,2016,23.2,7.0,425,Fiberglass,Good,Port Isabel,26,7,59300
Deck Boat,Mako,2024,28.4,8.3,149,Fiberglass,New,Port Isabel,112,4,60500
Bay Boat,Mako,2013,27.4,9.2,184,Aluminum,Excellent,Rockport,47,4,43000
Bowrider,Nautic Star,2015,19.4,5.7,334,Fiberglass,Good,South Padre Island,195,7,44600
Bowrider,Grady-White,2013,16.2,4.9,267,Fiberglass,Fair,South Padre Island,42,3,39800
Bay Boat,Nautic Star,2014,24.8,7.6,100,Fiberglass,Good,Corpus Christi,30,6,34400
Deck Boat,Boston Whaler,2018,27.8,8.8,377,Fiberglass,Excellent,Port Aransas,69,4,82100
Bowrider,Mako,2014,23.7,8.0,160,Aluminum,Fair,Rockport,69,10,26300
Pontoon,Sea Hunt,2014,19.0,6.0,334,Fiberglass,Good,South Padre Island,36,7,39900
Bay Boat,Tracker,2020,26.4,9.2,200,Fiberglass,Excellent,South Padre Island,134,4,54800
Deck Boat,Mako,2022,25.4,8.5,356,Aluminum,Excellent,Corpus Christi,72,11,58300
Pontoon,Bayliner,2013,23.9,8.3,411,Fiberglass,Excellent,South Padre Island,107,9,54400
Pontoon,Bennington,2011,28.1,9.5,364,Fiberglass,Excellent,Rockport,52,4,51700
Center Console,Robalo,2013,27.0,7.9,420,Fiberglass,Good,Galveston,23,12,55900
Bay Boat,Mako,2018,25.4,9.1,277,Fiberglass,New,Galveston,16,4,69400
Bowrider,Chaparral,2024,25.3,8.7,99,Fiberglass,Good,Port Isabel,15,5,47000
Bay Boat,Bennington,2012,25.3,8.2,276,Aluminum,Excellent,Port Aransas,174,5,51400
Bay Boat,Sea Hunt,2010,23.4,6.9,247,Fiberglass,Excellent,Port Aransas,56,3,47100
Bay Boat,Bennington,2017,22.5,6.6,344,Aluminum,New,Galveston,64,8,56000
Center Console,Tracker,2024,25.9,8.5,168,Aluminum,Good,South Padre Island,117,7,38600
Center Console,Tracker,2018,24.5,7.7,336,Aluminum,Good,Port Isabel,23,10,54800
Bay Boat,Tracker,2023,22.9,7.7,240,Fiberglass,Excellent,Corpus Christi,122,4,59700
Bowrider,Grady-White,2019,17.8,5.5,326,Fiberglass,Excellent,Corpus Christi,106,3,66300
Center Console,Grady-White,2010,25.8,8.3,232,Fiberglass,Excellent,South Padre Island,159,5,58200
Bay Boat,Bayliner,2016,25.0,7.4,218,Fiberglass,Good,South Padre Island,29,3,50200
Center Console,Robalo,2021,20.8,6.1,155,Fiberglass,Excellent,Port Isabel,8,11,58400
Deck Boat,Bennington,2017,21.0,6.0,385,Fiberglass,Good,South Padre Island,155,8,49200
Bay Boat,Nautic Star,2012,19.5,6.7,100,Fiberglass,Excellent,South Padre Island,77,9,29800
Pontoon,Robalo,2012,29.5,9.6,163,Fiberglass,Excellent,Port Aransas,17,8,38400
